사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2018-04,경의선,1271,능곡,1,0,2513,449,7577,2261,18604,3134,17560,6062,10358,4351,6931,3669,6292,3645,6040,4027,6158,4478,4991,4999,4512,6049,5126,7082,6024,9017,6114,12336,4157,11616,2894,7340,2893,6882,1537,6745,724,4898,58,2390,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1272,곡산,0,0,189,128,635,492,1844,1126,1795,2469,1114,900,867,703,775,856,766,862,975,800,1084,796,1024,904,1200,1043,1467,952,2103,1722,818,1225,550,803,490,690,300,806,146,391,18,147,1,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1273,백마,2,0,3489,1112,15364,2689,41037,6781,28744,13010,16901,6376,11620,5137,10235,4557,10331,5953,8542,6507,7663,7514,8084,8642,8725,11704,10240,12893,12259,23321,6169,25799,4217,15883,3950,13709,4032,14019,1145,9729,94,2619,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1274,풍산,1,0,2561,362,9441,2930,22256,4310,18803,8116,13306,5407,8758,4383,7643,4942,7525,5689,7091,5643,6387,5434,6879,6826,8038,8709,8267,10299,8086,15523,4919,14643,3826,11466,4204,9425,3001,8665,1039,6928,109,1853,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1275,일산,13,2,6569,935,24907,3891,55520,8524,37152,20246,23580,9301,15481,7647,14966,8218,15016,9812,12643,12361,11659,13148,12316,14243,16035,16864,15665,22207,13802,30835,8044,38236,6418,23520,5533,21018,5057,19682,1688,10832,321,6044,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1276,탄현,34,0,5155,756,18121,3723,43676,6085,28561,10725,17750,7495,13599,5113,12102,5417,10711,6655,9692,7438,8612,8331,9174,10556,10908,12973,11172,17811,12084,24887,7124,33044,5589,17723,5542,17384,4161,14962,1728,8052,276,5883,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1277,야당,8,0,3270,247,11339,3714,19689,4507,17036,6845,9766,5600,8029,3053,6570,3604,6522,3979,5749,4586,5346,5081,5781,6044,7890,7066,8133,11411,7601,13601,4271,14175,3211,9213,3043,9227,2345,8462,1003,4999,170,2996,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1278,운정,10,1,2971,329,14692,4091,29587,5895,24058,8980,13540,5000,10305,4372,8290,4597,7705,5344,6843,5155,6418,6234,7014,7534,7826,9832,9619,14339,9281,16711,5282,19118,3488,11158,2863,11804,2554,10787,610,6439,99,3226,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1279,금릉,18,0,3203,327,8942,2101,20494,5430,15440,9995,10700,6162,8604,4812,7634,3979,7907,4785,7188,6025,6253,6632,6144,7369,7266,10307,8698,14182,10420,16335,5886,15979,4960,8704,4620,9383,4350,8027,1284,6469,160,3232,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1280,금촌,47,1,3873,306,12055,4370,24445,11174,24516,16716,15830,10803,13134,9430,12424,8070,12974,10626,12584,9302,11124,10687,11488,11345,13181,14899,15261,19094,17659,20389,10523,21047,7139,12862,6337,12915,3991,10247,1299,7991,212,3514,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1282,월롱,25,0,594,93,1136,5564,2793,11285,3575,19220,3027,9050,2588,4598,3226,2344,4500,4111,4614,3246,4283,2302,7212,2342,9796,3248,13189,3811,15951,4107,6209,4098,4621,4000,3599,4263,1530,3909,335,3540,19,1430,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1283,파주,98,0,953,26,1818,547,3557,2743,4244,11472,2700,6236,2510,3661,2777,1721,4010,2735,3338,3012,3321,1272,5418,1604,7041,1745,10504,1989,6843,2319,2788,2300,2028,1634,2331,1485,942,1597,222,1328,14,484,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1284,문산,1127,4,3799,17,9868,3011,22272,7821,20567,15388,14336,7473,11392,8290,10099,8280,10817,8271,10067,7705,10207,8927,10227,12539,11474,13026,14796,13670,13713,17975,7490,16068,5560,11186,4297,11578,2583,8286,432,6505,0,4697,0,31,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1291,서울역,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1292,공덕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1294,디지털미디어시티,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1296,계양,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1297,검암,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1311,신내,9,0,326,108,1326,695,2647,3820,2535,2549,1629,1237,1453,946,1115,905,1031,882,964,995,1017,1208,1123,1347,2301,1432,1644,2033,1751,2709,1219,1829,839,1218,734,938,620,740,294,328,4,106,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1312,갈매,7,0,1236,368,2860,1957,13103,2850,8654,4761,5303,2092,3071,2409,2602,1652,3053,1795,2576,1952,2475,2284,2411,3077,3684,2976,4226,4371,4291,5144,2664,8462,1644,4799,2037,2681,913,3331,508,2106,7,641,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1313,별내,14,0,899,376,2528,1439,10101,3460,8381,6967,4948,3975,4190,2878,3466,3398,3645,3319,3420,2926,3365,3598,4066,4080,4390,4099,5502,5779,5897,6798,3282,8054,2512,4639,2675,2845,2311,2816,1190,1883,50,359,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1314,퇴계원,5,0,2523,477,5627,1597,21867,3361,15476,5304,10695,2768,7081,2736,5469,2915,5514,3727,4923,3599,3906,4156,3920,5075,4995,6964,4928,8257,6023,14266,3744,11763,2454,8752,2075,6152,1465,6209,750,4122,51,1073,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1315,사릉,46,0,1872,775,6631,2384,21857,5783,18347,7696,10018,3380,6648,3239,5244,3181,5357,3073,4783,3336,3671,4015,4229,3892,4204,7949,6772,7322,7848,12877,3623,14008,2398,7296,1911,7631,1165,7209,463,4516,20,1128,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1316,금곡,10,0,1339,413,2662,881,6113,2283,5785,4986,3574,2700,3171,2037,2627,1571,2821,1986,2608,1822,1976,2356,2614,2080,2540,3769,3130,3477,3753,4155,1713,4590,957,2126,838,2436,686,2015,274,1502,8,370,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1317,평내호평,505,4,5657,911,10058,2256,32191,4784,24189,10021,14111,7358,11342,5787,9150,4967,9905,6900,7943,6944,7200,8686,7679,8613,7467,10253,9526,18160,9822,17889,5948,22641,4532,14177,4286,12042,4238,9296,1872,8802,49,2941,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1318,천마산,19,1,1012,253,3730,601,9344,1737,6970,1324,5143,1637,3407,1445,2881,1280,2964,1754,2237,1902,2048,2232,1808,2731,1830,3114,1953,4143,1892,4476,948,5401,769,3945,559,3324,389,2237,126,1747,10,475,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1319,마석,26,0,1179,480,6568,3224,19258,6998,12616,10105,10690,5216,7815,5056,6419,4422,6941,4605,5790,5593,5801,5886,5849,7328,7592,6475,7287,10201,8400,10113,4092,13556,3085,8438,2394,6197,1665,5740,723,2967,36,1353,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1320,대성리,0,0,2763,38,3632,465,2350,710,2281,1554,2627,1168,4249,2240,6305,1481,2848,2128,1509,3174,1647,4117,1945,2555,2381,3467,2139,2599,1546,2740,868,3372,632,1494,516,679,233,644,156,297,2,10,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1321,청평,5,0,1479,113,2451,831,4682,2590,6163,5330,4335,4458,4519,4312,4777,3671,3943,4031,3750,3944,4021,4163,4462,3534,5843,5453,6494,5728,6571,4610,2860,4528,1680,2327,1619,2347,861,1875,301,1276,7,383,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1322,상천,0,0,183,37,522,226,838,489,977,1083,651,1665,777,2074,959,1908,809,1183,1143,916,1503,610,2221,807,2452,736,1548,691,889,722,416,605,192,456,137,387,64,249,66,160,1,56,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1323,가평,0,0,683,175,1499,1266,2873,3395,4925,6882,3111,5809,3321,6599,4367,7029,3740,7887,3666,4303,4915,4638,6189,4231,7566,3017,9226,3840,7094,4159,3271,3298,2326,1967,1419,1815,786,1456,296,1264,19,439,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1324,굴봉산,0,0,59,5,90,73,317,292,287,554,418,747,261,1640,543,875,458,545,630,401,783,373,1094,424,1025,291,751,294,503,264,222,193,122,148,39,116,39,82,7,60,2,10,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1325,백양리,0,0,18,28,37,56,49,223,115,457,183,198,213,616,404,771,301,309,347,481,482,268,568,235,514,184,383,102,330,104,172,93,119,87,68,64,43,43,16,52,2,37,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1326,강촌,0,0,181,28,400,142,414,492,575,3330,768,2614,1115,3446,1637,2612,1801,1360,1830,1241,2240,1165,3533,1065,4198,965,3769,831,1984,840,955,644,626,398,405,475,175,492,47,329,14,47,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1327,김유정,1,0,74,15,209,109,571,494,464,872,473,1595,529,3380,609,3401,990,2103,1650,1364,1823,1270,2239,1118,2111,899,2084,705,1253,460,676,353,295,216,133,156,34,216,29,157,8,32,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1328,남춘천,396,1,1439,20,3974,1044,4312,3018,5558,8099,5679,8561,5255,6300,5046,10808,5372,10216,6875,6156,8266,5997,8055,5627,8948,5152,8762,7984,7777,4441,5004,9030,3782,4181,3614,3440,2620,4605,762,2140,10,1448,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경춘선,1329,춘천,258,12,537,8,1706,446,2051,2079,2627,7137,2984,5897,2803,5762,2865,6657,3374,5517,4610,5075,6586,3285,9119,3718,10116,2924,8882,3340,6547,2590,4327,3832,2858,2062,2288,1858,1286,1877,237,1088,4,780,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1878,달월,0,0,19,11,44,201,118,272,71,754,96,193,73,124,76,125,104,129,123,141,157,104,203,78,256,78,635,89,1501,116,120,59,39,72,42,42,28,88,13,38,4,17,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1879,월곶,1,0,1092,388,3707,1384,10785,2787,10579,3405,7614,2894,5080,2951,4467,4011,4558,3745,4317,3596,3876,3969,3778,4620,4373,5122,5297,6847,6346,9587,4489,7015,2649,5351,2325,5029,1426,5014,743,3107,39,653,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1880,소래포구,2,0,1753,410,5766,1882,16617,3713,13744,6934,8206,5904,6435,7246,6817,14145,8166,16298,10710,12983,14036,11713,16493,10367,15144,10054,12529,10726,10281,12712,6406,10436,4743,7701,4744,6229,3799,5472,2112,4169,197,1079,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1881,인천논현,1,0,2149,634,6486,4033,18189,8743,17366,16348,11125,11247,9430,7175,8739,7462,9556,8872,9550,10810,9061,10349,10183,10880,10960,13017,12811,17852,15453,20250,10590,16752,9051,11077,9203,9515,7524,8264,3650,4829,466,1107,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1882,호구포,0,0,1326,735,3463,5179,7606,18956,8515,20559,5528,4813,4190,3181,4292,3467,5062,3663,4902,3983,4615,3755,4881,4290,5792,4798,13073,6367,16529,7750,6801,6689,7279,4228,4709,4123,2806,3419,1210,2154,177,579,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1883,남동인더스파크,0,0,375,451,819,3644,1148,18116,2293,22098,1708,3874,1495,1731,1961,1698,2203,1445,2257,1850,2501,1549,2998,1267,3626,1277,11283,1554,13572,1956,5237,2368,5187,1503,3386,964,760,765,300,394,41,99,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1884,원인재,9,1,3678,634,7971,2849,17933,5638,18915,9486,11629,5387,7885,4441,7772,4976,8068,5889,7863,7020,6811,7488,6733,8416,7712,10313,8105,13146,9062,17202,6362,14216,4940,10917,4542,10972,3346,9584,2103,5988,330,1850,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1885,연수,4,1,2199,783,6118,2462,17077,5373,17093,13713,8774,9254,7276,6838,7376,6269,8235,6407,8542,7204,7879,7242,7968,8234,9322,10248,10304,13369,13715,19215,8162,13131,6149,10024,6711,8452,6146,6149,3300,4365,515,1151,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1886,송도,0,0,1577,409,4235,1134,12867,2504,12270,4963,6259,2739,4853,2810,4829,3139,5527,3522,5347,4069,4546,4359,4383,5125,5072,6259,5509,7845,5227,10743,3212,7522,2037,5256,1641,4838,1173,4991,546,3531,43,724,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1888,인하대,8,0,2690,439,8478,2062,23557,5119,20188,19163,9631,12628,7628,13729,8166,8355,8990,9240,9174,9762,9415,8907,10973,8704,14773,11995,15200,15023,14555,20737,9195,12836,8014,8668,8327,9634,7383,8999,5052,4634,127,1399,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1889,숭의,3,0,2481,726,4741,2758,11216,7646,10237,12298,5992,4966,5390,3991,5516,3727,5954,4471,5672,4613,5430,4669,5431,4853,6403,5946,8312,7102,10484,9275,5016,6529,3178,4776,2257,4567,1465,3916,914,2142,14,897,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1890,신포,19,8,856,170,1711,1183,3592,4588,3704,10817,2343,3240,2092,2725,2398,2682,2981,3114,3294,3238,3296,3015,4171,3249,5398,3516,5361,3593,7742,5507,3610,3469,2848,2236,2858,1890,1632,1628,739,847,8,360,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,수인선,1891,인천,349,4,531,38,1088,1120,2400,2720,1961,4775,1466,2413,1467,3050,1457,3918,1933,4621,2293,4678,2844,4240,3089,3843,3482,3920,3209,3910,2890,5083,1680,3240,1357,2449,1232,2128,580,1751,150,1049,7,404,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경강선,1501,판교,10,0,533,11,1242,2673,4453,8466,4073,21181,2605,14765,2300,5811,2379,5595,2425,4249,2799,4417,3576,3649,4729,3561,5330,3932,7280,5245,16727,4643,12197,3857,11597,1543,8380,1382,4988,1113,1625,638,3,188,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경강선,1502,이매,7,0,551,30,1847,634,5623,3434,5778,4178,3142,2041,2514,1304,2429,1046,2581,1219,2158,1384,2266,1447,2164,1522,2703,1806,3359,2481,3491,3269,2359,3197,2017,1620,2630,1521,2109,1091,568,525,19,210,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경강선,1503,삼동,0,0,497,67,3034,706,12271,1575,13651,2213,5884,744,3331,701,2670,1026,2418,1025,2288,1233,1761,1831,1659,1935,1731,2939,2650,3971,2722,6484,1268,7745,763,4572,653,4195,359,3756,127,1639,6,67,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경강선,1504,경기광주,1,0,1233,198,9435,1746,31872,4682,34900,10870,17834,4596,11988,3673,9831,4338,9628,5014,8541,5868,7267,6847,7048,8800,7916,11159,9596,16083,9295,24453,5217,26697,3297,16570,2579,14875,1760,10278,626,7695,1,73,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경강선,1505,초월,2,0,772,116,3957,796,10623,3430,12140,4845,6691,1749,4044,1524,3615,1578,3491,1797,3125,2080,2603,2440,2715,3021,3586,3898,4466,4967,4777,7922,2684,7561,1591,6981,1097,4862,544,5139,244,3697,0,1,1,1,0,0,0,0,2018-05-03 13:30:17
2018-04,경강선,1506,곤지암,0,0,525,134,1906,970,6683,4515,6713,8318,4376,5863,3294,4361,3348,3048,3195,2782,3824,2688,3764,2590,4228,2875,5098,3591,8203,4460,7861,5325,3291,5789,1842,3451,1161,3601,606,3037,245,2307,0,1,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경강선,1507,신둔도예촌,1,0,440,86,1707,279,3806,1479,3902,4164,2422,3647,1956,1821,1863,1771,2349,1640,2230,1174,2425,1238,2560,1521,3326,1770,4132,2199,3279,2596,1387,3070,1017,2101,947,2334,482,1895,117,1566,0,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경강선,1508,이천,8,2,810,9,2356,822,7427,5090,7037,7283,5276,4536,4785,3111,3973,3710,4049,3428,4114,3456,3913,3874,4192,4295,5153,5054,5646,5914,7003,7327,3953,6983,3133,5601,2799,3499,1519,4683,534,2850,0,5,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경강선,1509,부발,2,0,624,64,2164,1041,5001,4454,4822,7251,3331,1992,2755,1602,2302,1414,2581,1502,2580,1748,2394,1882,2827,2032,3807,2677,5441,3292,6307,3690,2160,4416,1921,2967,1397,2849,1070,2681,364,2308,0,1199,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경강선,1510,세종대왕릉,0,0,157,22,459,90,814,330,874,437,600,469,617,592,534,850,510,630,485,443,525,602,638,609,660,575,677,574,615,596,268,908,170,400,119,430,40,229,12,346,1,89,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경강선,1511,여주,6,0,1349,6,2482,418,5575,2258,5233,6538,4448,9384,3898,4109,3893,5031,4732,4788,4722,3574,5813,3398,6991,3657,9034,4926,6789,4448,5377,4182,3346,6015,2285,4841,1559,2744,1029,2691,259,2506,1,995,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2511,방화,1,0,5364,6,12821,3663,36422,7462,30276,17444,17441,8236,13104,6005,12414,6391,12561,7544,12136,8723,10271,9624,11481,10854,14218,12735,11931,14445,13301,21287,6583,25217,4735,16828,3689,14996,3018,14949,1277,10248,191,3743,2,426,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2512,개화산,0,0,4114,336,8541,4481,27375,7968,21962,19294,12443,7565,8664,5490,8159,5221,8120,6570,8358,6202,7108,7161,7555,7805,8660,9128,11798,10902,17667,15763,8580,17154,4970,11599,3753,10935,3594,10261,1172,6322,137,2440,4,141,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2513,김포공항,2,0,524,2639,2460,9249,9593,15089,9913,16735,9405,12281,7830,11771,10328,13837,10959,14695,12815,15393,14306,14235,16952,13662,15992,15038,20841,15923,28527,16625,20418,11579,17171,5575,15796,3607,14722,2363,5119,1319,401,491,1,7,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2514,송정,4,0,4506,1936,11424,7978,33600,11914,35823,20109,22040,12944,17158,9931,15004,9634,14413,10702,13550,10942,12794,12082,13310,14463,16301,17523,18449,20761,22996,30512,13871,28533,9196,19604,8334,16905,7467,16168,3525,9930,534,2888,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2515,마곡,1,0,2704,2043,9708,9358,32473,13048,29613,30392,14936,12227,9921,5318,8862,4407,8787,5934,8484,6635,7695,6946,8448,7827,13052,9771,21931,11620,24685,18046,12359,20345,8058,12295,6051,11325,5053,12160,1947,7943,281,3093,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2516,발산,4,0,3477,3250,10415,26812,32846,29157,32299,93057,18125,42075,15662,21977,17956,23259,21892,25564,24688,23684,25346,20979,30605,20515,39127,23490,55167,28183,74397,42750,38377,39714,29173,20822,29132,16597,24004,15138,9030,9356,1039,3495,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2517,우장산,0,0,6700,1020,25862,5532,69861,21992,68395,31145,37393,16096,27654,12814,25461,13466,28474,15526,24623,18679,21726,21181,23978,24611,29072,30180,27336,35915,23955,55470,15707,55718,10861,34649,10453,30926,9192,32166,3134,20750,291,6039,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2518,화곡,109,1,24132,1734,46029,10491,139669,16270,163990,33599,80049,28421,50762,21068,46846,21636,46527,24689,43002,28373,37384,32012,34365,39955,38280,51436,41093,66868,44762,114166,28671,115248,21298,72675,18089,62298,14880,61741,6451,39513,707,11097,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2519,까치산,81,0,26112,1385,48510,10581,153011,13189,175010,24386,85502,22730,53333,20907,46672,21717,48046,25422,43659,29900,36154,35509,32993,44912,35010,57248,36896,69682,37894,116795,26707,120767,18930,78826,16221,72068,13202,67472,6594,44183,1008,12538,0,520,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2520,신정(은행정),58,0,12318,933,26810,4584,80700,11307,92758,16780,43222,10170,24666,7849,20723,8431,19971,9824,18817,12555,14894,13439,13083,17906,15338,22233,16457,28482,19928,45509,12224,44158,7618,29235,6700,28053,5464,27470,2340,18803,315,5259,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2521,목동,0,0,8171,1423,24024,7447,74543,18089,85259,31964,42468,25119,30203,18361,28127,16850,27714,19128,25886,24033,24143,26104,23648,29179,26416,35238,29530,46526,35322,81563,22023,75416,17495,42110,17858,38618,21193,37959,6741,23737,825,7855,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2522,오목교(목동운동장앞),5,0,5273,2105,18585,10050,59662,26725,66736,83720,37260,62321,28599,36323,30089,36065,32258,39429,34965,43954,37045,41371,39974,41207,45801,47232,52813,56346,83513,85111,47998,72489,49417,36716,37557,31926,32887,31135,12474,19767,1574,5791,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2523,양평,7,0,2439,751,6830,3330,22793,8889,25115,39240,11452,15910,8046,6783,7478,5842,7800,5818,8445,6899,7528,6895,8382,7509,8852,8664,12045,10285,30762,18649,12516,16429,7344,10087,6220,9637,4405,9338,1918,6642,239,2041,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2524,영등포구청,1,0,865,680,2471,2434,8440,5480,10113,21970,4787,11071,4210,5328,4463,4501,4872,4348,5101,5050,5341,5095,5911,5279,6293,5334,8033,5525,16842,10773,7739,7370,5023,4365,4481,3947,3599,4085,1550,2302,258,611,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2525,영등포시장,5,0,3038,1413,5819,5960,19562,14193,23947,41523,12465,23389,9964,17360,11174,16463,12617,18377,13979,23269,15103,19889,18324,16264,22481,15892,27429,17799,39135,25892,20975,19808,13933,11699,11612,10372,8883,9899,3896,6515,455,1597,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2526,신길,11,2,2439,474,3631,2052,10960,6270,16240,19171,6117,7250,4030,3452,3513,3402,4231,3737,4473,4258,3653,3991,3629,4263,4479,4993,6364,8466,13839,13164,5486,10020,3514,6921,3602,7235,2711,7276,1452,4932,201,1221,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2527,여의도,21,0,2633,2350,4740,22140,11363,137153,15617,217795,13556,68536,14133,32343,20699,35269,19864,35112,26311,38318,28732,32253,36752,29654,41430,29367,73861,31879,188055,45207,79912,27927,53178,13687,55705,10183,39503,9144,14139,5349,1781,3033,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2528,여의나루,3,0,1400,1780,3013,10559,6533,33547,9286,63859,7620,19752,7616,20788,10426,25669,13979,31128,17720,41370,25692,48270,35374,47913,42541,48074,54551,47558,82775,54792,56800,40570,49663,22007,55807,11936,42401,6685,16473,3180,1095,1195,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2529,마포,41,0,3057,1247,8984,6996,30741,21940,41080,77824,21288,38342,16467,17967,17034,16381,18332,15763,21067,18490,19158,17365,20102,17500,21174,20063,31678,26055,62535,47398,27897,34627,21876,19262,22962,16898,18526,15363,8301,10019,1139,3029,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2530,공덕,12,0,2419,960,6268,7993,22388,33185,32348,92130,16315,38848,13888,18503,15896,17325,17358,16450,20293,18030,19927,16251,20052,16730,24740,18889,32861,25008,71961,47410,32355,31597,22892,16902,23900,14581,19792,13314,9626,8658,1330,2518,0,2,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2531,애오개,18,0,2737,474,6408,4278,22110,11394,30487,36973,15509,14282,10514,8693,10601,7178,10788,7682,11934,8745,10383,9343,10717,10156,12345,11121,14090,13459,26696,23410,11700,18521,8511,11511,7297,10649,5622,11200,2409,7061,279,3575,0,549,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2532,충정로(경기대입구),5,0,1290,318,2413,1999,6137,8398,8129,35557,5579,19855,4310,6550,5615,5574,6585,5276,6944,6134,7071,5953,7726,5103,8194,5365,11957,5845,32329,9521,11687,7124,7025,4774,6374,4738,4213,4997,2121,3287,368,867,0,73,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2533,서대문,7,0,3411,1057,6987,13195,19344,60360,26799,155262,18628,51546,17932,26102,21509,22918,22773,21120,23120,25846,25739,22266,30910,18003,40566,18127,54375,22618,111102,30921,40453,22658,29397,13481,28546,12641,20721,11903,8480,6883,923,2088,0,36,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2534,광화문(세종문화회관),6,0,1262,1013,4010,30593,11754,108396,17054,320272,16693,122956,17883,60258,26615,57359,32347,51328,44933,58003,50623,49504,61941,42583,72357,40761,110661,44947,250863,61490,113600,39109,77945,14531,87882,10835,58549,8580,21581,4869,2620,1393,0,5,0,0,0,0,2018-05-03 13:30:17
